Checkpoint,Episode,Coverage
200,18,0.0
200,19,0.0
200,20,0.0
200,21,0.010554569329378663
200,22,0.32107173817043166
200,23,0.13017587244804849
200,24,0.0
200,25,0.2540078596264621
200,26,0.11746711366086734
200,27,0.19866965972942474
200,28,0.0
200,29,0.00204076374770067
200,30,0.1307615913739887
200,31,0.0
200,32,0.1442138835210686
200,33,0.2940139719937154
200,34,0.0
200,35,0.1845683908401454
200,36,0.05096449084400776
200,37,0.08716804584080805
200,38,0.0
200,39,0.37449771870172394
200,40,0.0
200,41,0.0
200,42,0.49477983223356664
200,43,0.0
200,44,0.0
200,45,0.4014483522575694
200,46,0.0
200,47,0.0
200,48,0.0
200,49,0.0
200,50,0.013638984448612038
200,51,0.0
200,52,0.0
200,53,0.0
200,54,0.0018848508968441293
200,55,0.0
200,56,0.09945952271373357
200,57,0.0
200,58,0.09396537458720929
200,59,0.0
200,60,0.1748394705775423
200,61,0.040960915939184155
200,62,0.20384270488454823
200,63,0.0
200,64,0.013613329091445518
200,65,0.0
200,66,0.15466336195861896
200,67,0.011128821215877379
200,68,0.15640795615466835
200,69,0.166543056120078
200,70,0.536878841382518
200,71,0.36459636172559756
200,72,0.34249987214275157
200,73,0.0
200,74,0.0
200,75,0.0
200,76,0.0
200,77,0.0
200,78,0.007201149655190547
200,79,0.0
200,80,0.0
200,81,0.1226895634665516
200,82,0.4333403214949461
200,83,0.0
200,84,0.0
200,85,0.2857723469855439
200,86,0.0
200,87,0.12543735463917358
200,88,0.0032177857838823344
200,89,0.0
200,90,0.02801117007368112
200,91,3.3855397938423843e-06
200,92,0.0
200,93,0.3354141188219516
200,94,0.023390832111009188
200,95,0.1553048555515535
200,96,0.0
200,97,0.16203028771854142
200,98,0.0
200,99,0.26648561376396457
200,100,0.3092560729091011
200,101,0.006383327577621653
200,102,0.0
200,103,0.2935470119194736
200,104,0.0
200,105,0.0
200,106,0.14543999310505573
200,107,0.0
200,108,0.05826084838963926
200,109,0.0
200,110,0.0
200,111,0.0
200,112,0.3898149233367934
200,113,0.0
200,114,0.2238621537526447
200,115,0.0
200,116,0.0
200,117,0.28582088795969546
200,118,0.005555168692840802
200,119,0.0
200,120,0.0
200,121,0.28313857951558985
200,122,0.16421231430622074
200,123,0.0
200,124,0.0
200,125,0.0
200,126,0.08674046649289839
200,127,0.10592776078507166
200,128,0.0
200,129,0.0
200,130,0.0
200,131,0.04374587580294933
200,132,0.0
200,133,0.0
200,134,0.0
200,135,0.0
200,136,0.0
200,137,0.0
200,138,0.0
200,139,0.0
200,140,0.001847352862016824
200,141,0.059584249028223846
200,142,0.0
200,143,0.08129515486825081
200,144,0.0
200,145,0.31963831195371667
200,146,0.0
200,147,0.0
200,148,0.0
200,149,0.21368230991468226
200,150,0.0
200,151,0.012042857568031402
200,152,0.1871152016488576
200,153,0.2894491031106163
200,154,0.0
200,155,0.10860904342502166
200,156,0.0
200,157,0.009964357961385575
200,158,0.0
200,159,0.0
200,160,0.0
200,161,0.0
200,162,0.0
200,163,0.0
200,164,0.0
200,165,0.0
200,166,0.0
200,167,0.0
200,168,0.1404835392673546
200,169,0.0
200,170,0.014782159118041111
200,171,0.007445408378871136
200,172,0.0
200,173,0.0
200,174,0.15490065687757584
200,175,0.0714803628632571
200,176,0.006107623928328594
200,177,0.0
200,178,0.00672418557738003
200,179,0.0
200,180,0.0
200,181,0.0
200,182,0.0
200,183,0.09154439654013305
200,184,0.0
200,185,0.3736455204530709
200,186,0.0
200,187,0.19770867853087112
200,188,0.0
200,189,0.13969928180886645
200,190,0.21805002105303162
200,191,0.47885161766614925
200,192,0.2139904487669334
200,193,0.2719827441033917
200,194,0.12007539219071574
200,195,0.0
200,196,0.0
200,197,0.011569533073500839
200,198,0.0
200,199,0.194707602589849
200,200,0.04008685854732433
300,1,0.10063213820669199
300,2,0.0
300,3,0.17621585955794875
300,4,0.0
300,5,0.0
300,6,0.0
300,7,0.0
300,8,0.0
300,9,0.4365360897045031
300,10,0.0
300,11,0.0
300,12,0.0
300,13,0.14355847759200846
300,14,0.05102213539293313
300,15,0.0
300,16,0.2003275246635182
300,17,0.014368597074275317
300,18,0.0
300,19,0.0
300,20,0.0
300,21,0.0
300,22,0.3059588983177283
300,23,0.2550277799085884
300,24,0.0
300,25,0.2540078596264621
300,26,0.0
300,27,0.1601456351654718
300,28,0.0
300,29,0.48448787217555533
300,30,0.20293110850248394
300,31,0.0
300,32,0.1442138835210686
300,33,0.2940139719937154
300,34,0.0
300,35,0.1845683908401454
300,36,0.06268345480979853
300,37,0.0
300,38,0.1057637376680401
300,39,0.0
300,40,0.0
300,41,0.0
300,42,0.49477983223356664
300,43,0.14137127557148696
300,44,0.0
300,45,0.4014483522575694
300,46,0.0
300,47,0.0
300,48,0.0
300,49,0.041117025754963864
300,50,0.013638984448612038
300,51,0.0
300,52,0.0
300,53,0.0
300,54,0.0
300,55,0.0
300,56,0.09945952271373357
300,57,0.0
300,58,0.09396537458720929
300,59,0.0
300,60,0.0
300,61,0.040960915939184155
300,62,0.20384270488454823
300,63,0.0
300,64,0.013613329091445518
300,65,0.0
300,66,0.15414363819128227
300,67,0.05748072701413768
300,68,0.15640795615466835
300,69,0.16039426967950604
300,70,0.41827246346750263
300,71,0.27355487198894446
300,72,0.10605780734692094
300,73,0.0
300,74,0.0
300,75,0.0
300,76,0.0
300,77,0.0
300,78,0.0
300,79,0.2360494555802613
300,80,0.0
300,81,0.1226895634665516
300,82,0.20474213139280142
300,83,0.0
300,84,0.0
300,85,0.2857723469855439
300,86,0.0
300,87,0.12543735463917358
300,88,0.08466908928933375
300,89,0.010605142660284233
300,90,0.0009627411665446263
300,91,0.0
300,92,0.0
300,93,0.3517084780091669
300,94,0.023390832111009188
300,95,0.20760733003324544
300,96,0.0
300,97,0.16203028771854142
300,98,0.0
300,99,0.26619100528279016
300,100,0.010393077621682723
300,101,0.006383327577621653
300,102,0.0
300,103,0.2935470119194736
300,104,0.0
300,105,0.0
300,106,0.14543999310505573
300,107,0.0
300,108,0.0
300,109,0.0
300,110,0.0
300,111,0.04809730749640107
300,112,0.0
300,113,0.0
300,114,0.2674857462675533
300,115,0.0
300,116,0.0
300,117,0.28582088795969546
300,118,0.0
300,119,0.0
300,120,0.0
300,121,0.28313857951558985
300,122,0.11538315729612807
300,123,0.0
300,124,0.0
300,125,0.0
300,126,0.08550427871042832
300,127,0.10592776078507166
300,128,0.0
300,129,0.0
300,130,0.0
300,131,0.0
300,132,0.0
300,133,0.0
300,134,0.0
300,135,0.0
300,136,0.0
300,137,0.0
300,138,0.0
300,139,0.0
300,140,0.0010549277257676027
300,141,0.07834081979188533
300,142,0.00022420735183128514
300,143,0.0
300,144,0.0
300,145,0.3729124043635468
300,146,0.0
300,147,0.0
300,148,0.0
300,149,0.21368230991468226
300,150,0.0
300,151,0.012042857568031402
300,152,0.1871152016488576
300,153,0.2894491031106163
300,154,0.0
300,155,0.10860904342502166
300,156,0.0
300,157,0.03610094738268345
300,158,0.0
300,159,0.0
300,160,0.0
300,161,0.0
300,162,0.0
300,163,0.0
300,164,0.0
300,165,0.0
300,166,0.0
300,167,0.0
300,168,0.1404835392673546
300,169,0.0
300,170,0.014782159118041111
300,171,0.0
300,172,0.0
300,173,0.0
300,174,0.0
300,175,0.030118197874926332
300,176,0.02664814016150319
300,177,0.0
300,178,0.01575566158007727
300,179,0.0
300,180,0.0
300,181,0.053681933102318356
300,182,0.0
300,183,0.09154439654013305
300,184,0.0
300,185,0.14581908107754207
300,186,0.0
300,187,0.19770867853087112
300,188,0.0
300,189,0.11019764057838624
300,190,0.07790048264656604
300,191,0.47885161766614925
300,192,0.24422407415021524
300,193,0.10979655737325689
300,194,0.12007539219071574
300,195,0.0
300,196,0.07439581761789603
300,197,0.01012385447769877
300,198,0.0
300,199,0.194707602589849
300,200,0.04008685854732433
400,1,0.19314802656184119
400,2,0.0
400,3,0.17621585955794875
400,4,0.0
400,5,0.0
400,6,0.0
400,7,0.0
400,8,0.0
400,9,0.41756542920672857
400,10,0.0
400,11,0.0
400,12,0.0
400,13,0.14355847759200846
400,14,0.039153416299060224
400,15,0.0
400,16,0.2003275246635182
400,17,0.014368597074275317
400,18,0.0
400,19,0.0
400,20,0.43654688815673875
400,21,0.10863918193099457
400,22,0.2859937209294826
400,23,0.1530766763717938
400,24,0.0
400,25,0.2540078596264621
400,26,0.13796717325940147
400,27,0.17733109982998882
400,28,0.0
400,29,0.0
400,30,0.030168747369412333
400,31,0.0
400,32,0.0
400,33,0.2940139719937154
400,34,0.0
400,35,0.1845683908401454
400,36,0.06522071139321167
400,37,0.0
400,38,0.0
400,39,0.14733147519314316
400,40,0.0
400,41,0.0
400,42,0.49477983223356664
400,43,0.1434689268493992
400,44,0.0
400,45,0.4014483522575694
400,46,0.0
400,47,0.0
400,48,0.0
400,49,0.041117025754963864
400,50,0.013638984448612038
400,51,0.0
400,52,0.0
400,53,0.0
400,54,0.0
400,55,0.0
400,56,0.09945952271373357
400,57,0.0
400,58,0.09568252783113297
400,59,0.0
400,60,0.07293991166526759
400,61,0.040960915939184155
400,62,0.20384270488454823
400,63,0.0
400,64,0.013613329091445518
400,65,0.0
400,66,0.0
400,67,0.01718181866913071
400,68,0.2805278170668514
400,69,0.16039426967950604
400,70,0.536878841382518
400,71,0.0
400,72,0.10605780734692094
400,73,0.0005797527222893992
400,74,0.0
400,75,0.0
400,76,0.0
400,77,0.0
400,78,0.1452472374183689
400,79,0.0
400,80,0.0
400,81,0.1226895634665516
400,82,0.23958817026771742
400,83,0.039018678142473395
400,84,0.0
400,85,0.2857723469855439
400,86,0.0
400,87,0.12543735463917358
400,88,0.0
400,89,0.0
400,90,0.3620297262608804
400,91,0.0032365940080471118
400,92,0.0
400,93,0.3354141188219516
400,94,0.023390832111009188
400,95,0.0
400,96,0.0
400,97,0.16568861970503207
400,98,0.0
400,99,0.2668426912007943
400,100,0.0
400,101,0.006383327577621653
400,102,0.0
400,103,0.2935470119194736
400,104,0.0
400,105,0.0
400,106,0.14543999310505573
400,107,0.0
400,108,0.0129844953689968
400,109,0.0
400,110,0.0
400,111,0.0
400,112,0.22962210468291386
400,113,0.0
400,114,0.24832264709186921
400,115,0.0
400,116,0.0
400,117,0.28582088795969546
400,118,0.0
400,119,0.0
400,120,0.0
400,121,0.28313857951558985
400,122,0.14411731897071361
400,123,0.0
400,124,0.0
400,125,0.0
400,126,0.08684030393424438
400,127,0.10592776078507166
400,128,0.0
400,129,0.0
400,130,0.0
400,131,0.23719630911560016
400,132,0.0
400,133,0.0
400,134,0.0
400,135,0.0
400,136,0.0
400,137,0.0
400,138,0.0
400,139,0.0
400,140,0.00013767019797150578
400,141,0.07825132985504858
400,142,0.0
400,143,0.0
400,144,0.0
400,145,0.31973057535494864
400,146,0.0
400,147,0.14772852815701154
400,148,0.0
400,149,0.21368230991468226
400,150,0.0
400,151,0.0
400,152,0.1871152016488576
400,153,0.4859418431153925
400,154,0.0
400,155,0.10860904342502166
400,156,0.0
400,157,0.03959963331585837
400,158,0.0
400,159,0.0
400,160,0.0
400,161,0.0
400,162,0.0
400,163,0.0
400,164,0.0
400,165,0.0
400,166,0.0
400,167,0.0
400,168,0.1404835392673546
400,169,0.0
400,170,0.014782159118041111
400,171,0.011732322963274231
400,172,0.0
400,173,0.0
400,174,0.011695277416199133
400,175,0.5083214739533962
400,176,0.0
400,177,0.14670263880864912
400,178,0.02460274713484324
400,179,0.0
400,180,0.0
400,181,0.01349521237339804
400,182,0.0
400,183,0.09154439654013305
400,184,0.0
400,185,0.321975573889214
400,186,0.0
400,187,0.19770867853087112
400,188,0.0
400,189,0.0
400,190,0.18050955370195249
400,191,0.47885161766614925
400,192,0.22835049189791906
400,193,0.37759105525996856
400,194,0.12007539219071574
400,195,0.0
400,196,0.0
400,197,0.023811186032788884
400,198,0.0
400,199,0.194707602589849
400,200,0.0
500,1,0.17837702012988743
500,2,0.0
500,3,0.17621585955794875
500,4,0.0
500,5,0.0
500,6,0.0
500,7,0.0
500,8,0.0
500,9,0.0
500,10,0.0
500,11,0.0
500,12,0.0
500,13,0.14355847759200846
500,14,0.0793380854851612
500,15,0.0
500,16,0.2003275246635182
500,17,0.014368597074275317
500,18,0.0
500,19,0.0
500,20,0.2901141307506586
500,21,0.0
500,22,0.319455762208483
500,23,0.22491493504804247
500,24,0.0
500,25,0.2540078596264621
500,26,0.02585354031531822
500,27,0.17324083992289227
500,28,0.0
500,29,0.0
500,30,0.028142674981867767
500,31,0.0
500,32,0.0
500,33,0.2940139719937154
500,34,0.0
500,35,0.1845683908401454
500,36,0.04386304717539886
500,37,0.0
500,38,0.0
500,39,0.47156820266464283
500,40,0.0
500,41,0.0
500,42,0.49477983223356664
500,43,0.14179163355794766
500,44,0.0
500,45,0.4014483522575694
500,46,0.0
500,47,0.0
500,48,0.0
500,49,0.041117025754963864
500,50,0.11591131370225924
500,51,0.0
500,52,0.0
500,53,0.0
500,54,0.0
500,55,0.0
500,56,0.09945952271373357
500,57,0.0
500,58,0.0
500,59,0.0
500,60,0.04015698977896463
500,61,0.040960915939184155
500,62,0.20384270488454823
500,63,0.0
500,64,0.013613329091445518
500,65,0.0
500,66,0.15174822576260838
500,67,0.0
500,68,0.15640795615466835
500,69,0.16039426967950604
500,70,0.536878841382518
500,71,0.0
500,72,0.10605780734692094
500,73,0.0
500,74,0.0
500,75,0.0
500,76,0.0
500,77,0.0
500,78,0.018211802241184134
500,79,0.0
500,80,0.0
500,81,0.1226895634665516
500,82,0.2889203496118805
500,83,0.0
500,84,0.0
500,85,0.2857723469855439
500,86,0.0
500,87,0.12543735463917358
500,88,0.22790736796650576
500,89,0.0
500,90,0.0
500,91,0.012770329635122552
500,92,0.0
500,93,0.33159631674502993
500,94,0.045541766445009624
500,95,0.1553048555515535
500,96,0.0
500,97,0.16203028771854142
500,98,0.0
500,99,0.2712772951559845
500,100,0.12166383121056779
500,101,0.06803341298415838
500,102,0.0
500,103,0.2935470119194736
500,104,0.0
500,105,0.0
500,106,0.14543999310505573
500,107,0.0
500,108,0.053116762230630256
500,109,0.0
500,110,0.0
500,111,0.0
500,112,0.0
500,113,0.1894563453006495
500,114,0.23110094475149967
500,115,0.06528765566000191
500,116,0.0
500,117,0.28575152933415227
500,118,0.0
500,119,0.0
500,120,0.0
500,121,0.28313857951558985
500,122,0.16421231430622074
500,123,0.0
500,124,0.0
500,125,0.0
500,126,0.08934066941154258
500,127,0.10592776078507166
500,128,0.0
500,129,0.0
500,130,0.0
500,131,0.0
500,132,0.0
500,133,0.0
500,134,0.0
500,135,0.0
500,136,0.0
500,137,0.0
500,138,0.0
500,139,0.0
500,140,0.0005224096660199386
500,141,0.07025924271077037
500,142,0.004551661867785847
500,143,0.268198314229468
500,144,0.0
500,145,0.3651013980588152
500,146,0.0
500,147,0.0
500,148,0.0
500,149,0.21368230991468226
500,150,0.0
500,151,0.0
500,152,0.1871152016488576
500,153,0.2894491031106163
500,154,1.3702895313839614e-05
500,155,0.10860904342502166
500,156,0.0
500,157,0.03565215812351937
500,158,0.0
500,159,0.0
500,160,0.0
500,161,0.0
500,162,0.0
500,163,0.0
500,164,0.0
500,165,0.0
500,166,0.0
500,167,0.0
500,168,0.1404835392673546
500,169,0.0
500,170,0.014782159118041111
500,171,0.0033250528932158414
500,172,0.0
500,173,0.0
500,174,0.0
500,175,0.0
500,176,0.0
500,177,0.0
500,178,0.03572758217120589
500,179,0.0
500,180,0.0
500,181,0.01349521237339804
500,182,0.0
500,183,0.09154439654013305
500,184,0.0
500,185,0.1434238934886754
500,186,0.0
500,187,0.19770867853087112
500,188,0.06985644187660922
500,189,0.0
500,190,0.0953905784177202
500,191,0.47885161766614925
500,192,0.23023935533415144
500,193,0.2536814377218562
500,194,0.12007539219071574
500,195,0.0
500,196,0.0
500,197,0.0
500,198,0.0
500,199,0.194707602589849
500,200,0.04008685854732433
600,1,0.17837702012988743
600,2,0.0
600,3,0.17621585955794875
600,4,0.0
600,5,0.0
600,6,0.0
600,7,0.039003820360172844
600,8,0.0
600,9,0.520669964595219
600,10,0.0
600,11,0.0
600,12,0.0
600,13,0.14355847759200846
600,14,0.01395850504943135
600,15,0.0
600,16,0.2875776588206392
600,17,0.014368597074275317
600,18,0.0
600,19,0.0
600,20,0.42384049037506266
600,21,0.018579218665411144
600,22,0.26741059329359096
600,23,0.0
600,24,0.0
600,25,0.2540078596264621
600,26,0.14347373820557419
600,27,0.15486057370833528
600,28,0.0
600,29,0.0
600,30,0.1307615913739887
600,31,0.0
600,32,0.1440345404216764
600,33,0.2940139719937154
600,34,0.0
600,35,0.1845683908401454
600,36,0.0564831138599672
600,37,0.0
600,38,0.0034024529948264073
600,39,0.0
600,40,0.0
600,41,0.0
600,42,0.49477983223356664
600,43,0.14179163355794766
600,44,0.0
600,45,0.4014483522575694
600,46,0.0
600,47,0.0
600,48,0.0
600,49,0.041117025754963864
600,50,0.013638984448612038
600,51,0.0
600,52,0.0
600,53,0.012385968171743719
600,54,0.0
600,55,0.0
600,56,0.09945952271373357
600,57,0.0
600,58,0.09396537458720929
600,59,0.0
600,60,0.2022796169002556
600,61,0.040960915939184155
600,62,0.20384270488454823
600,63,0.0
600,64,0.013613329091445518
600,65,0.0
600,66,0.5391248421674285
600,67,0.020960845904580173
600,68,0.15640795615466835
600,69,0.16039426967950604
600,70,0.3763107741562505
600,71,0.0
600,72,0.10605780734692094
600,73,0.004486428471908036
600,74,0.0
600,75,0.0
600,76,0.0
600,77,0.0
600,78,0.0
600,79,0.0
600,80,0.0
600,81,0.1226895634665516
600,82,0.2852858319702579
600,83,0.0
600,84,0.0
600,85,0.2857723469855439
600,86,0.0
600,87,0.12543735463917358
600,88,0.0
600,89,0.04114265516566813
600,90,0.0
600,91,3.3855397938423843e-06
600,92,0.0
600,93,0.3354141188219516
600,94,0.11834336566503179
600,95,0.1553048555515535
600,96,0.0
600,97,0.16203028771854142
600,98,0.0
600,99,0.26644995429540774
600,100,0.21687078885182937
600,101,0.007526517872164278
600,102,0.0
600,103,0.2935470119194736
600,104,0.0
600,105,0.0
600,106,0.14543999310505573
600,107,0.0
600,108,0.0
600,109,0.0
600,110,0.0
600,111,0.0
600,112,0.4759288812681036
600,113,0.0
600,114,0.2196089909613776
600,115,0.09874108394109929
600,116,0.3068822585398544
600,117,0.28582088795969546
600,118,0.0
600,119,0.0
600,120,0.0
600,121,0.28313857951558985
600,122,0.07457323749288322
600,123,0.0
600,124,0.0
600,125,0.0
600,126,0.0849565729611883
600,127,0.10592776078507166
600,128,0.0
600,129,0.0
600,130,0.0
600,131,0.032720568416922266
600,132,0.0
600,133,0.0
600,134,0.0
600,135,0.0
600,136,0.0
600,137,0.0
600,138,0.0
600,139,0.0
600,140,0.0002527826105301952
600,141,0.0005403430351525957
600,142,0.0
600,143,0.0
600,144,0.0
600,145,0.3852484387938403
600,146,0.0
600,147,0.033567021275354776
600,148,0.0
600,149,0.21368230991468226
600,150,0.0
600,151,0.0
600,152,0.1871152016488576
600,153,0.2894491031106163
600,154,0.0
600,155,0.10860904342502166
600,156,0.0
600,157,0.032732009598846555
600,158,0.0
600,159,0.0
600,160,0.0
600,161,0.0
600,162,0.0
600,163,0.0
600,164,0.0
600,165,0.0
600,166,0.0
600,167,0.0
600,168,0.1404835392673546
600,169,0.15556189859664143
600,170,0.014782159118041111
600,171,0.009980322103606715
600,172,0.0
600,173,0.0
600,174,0.0
600,175,0.17407381036750236
600,176,0.45708007135258766
600,177,0.04840382416124062
600,178,0.02460274713484324
600,179,0.0
600,180,0.0
600,181,0.029750273826770295
600,182,0.0
600,183,0.09154439654013305
600,184,0.0
600,185,0.14581908107754207
600,186,0.0
600,187,0.19770867853087112
600,188,0.0
600,189,0.0
600,190,0.20114106460649775
600,191,0.47885161766614925
600,192,0.0
600,193,0.12676483036653788
600,194,0.12007539219071574
600,195,0.0
600,196,0.0
600,197,0.0
600,198,0.0
600,199,0.194707602589849
600,200,0.04008685854732433
700,1,0.0
700,2,0.0
700,3,0.17621585955794875
700,4,0.0
700,5,0.0
700,6,0.0
700,7,0.045232197471653475
700,8,0.0
700,9,0.0
700,10,0.0
700,11,0.0
700,12,0.0
700,13,0.14355847759200846
700,14,0.0852252181534568
700,15,0.0
700,16,0.2003275246635182
700,17,0.014368597074275317
700,18,0.0
700,19,0.0
700,20,0.0
700,21,0.014314652061953847
700,22,0.3708274100277747
700,23,0.0
700,24,0.0
700,25,0.2540078596264621
700,26,0.0
700,27,0.13621283317554495
700,28,0.0
700,29,0.0
700,30,0.0
700,31,0.0
700,32,0.0
700,33,0.2940139719937154
700,34,0.0
700,35,0.1845683908401454
700,36,0.020642650480060563
700,37,0.0
700,38,0.0
700,39,0.0
700,40,0.0
700,41,0.0
700,42,0.49477983223356664
700,43,0.20127969262866707
700,44,0.0
700,45,0.4014483522575694
700,46,0.0
700,47,0.0
700,48,0.0
700,49,0.041117025754963864
700,50,0.013638984448612038
700,51,0.0
700,52,0.0
700,53,0.0
700,54,8.163387915129384e-07
700,55,0.0
700,56,0.09945952271373357
700,57,0.0
700,58,0.0
700,59,0.0
700,60,0.06291800821801138
700,61,0.040960915939184155
700,62,0.2300962627429863
700,63,0.0
700,64,0.013613329091445518
700,65,0.0
700,66,0.2549335759972208
700,67,0.06336059770591967
700,68,0.15640795615466835
700,69,0.16039426967950604
700,70,0.5078990718398881
700,71,0.0
700,72,0.10605780734692094
700,73,0.0
700,74,0.0
700,75,0.0
700,76,0.0
700,77,0.0
700,78,0.0
700,79,0.0
700,80,0.0
700,81,0.1226895634665516
700,82,0.23958817026771742
700,83,0.0
700,84,0.0
700,85,0.2857723469855439
700,86,0.0
700,87,0.12543735463917358
700,88,0.05498177087788025
700,89,0.0
700,90,0.025367996643743868
700,91,3.3855397938423843e-06
700,92,0.0
700,93,0.3680304315511573
700,94,0.023390832111009188
700,95,0.0
700,96,0.0
700,97,0.2078341490623617
700,98,0.0
700,99,0.2754217961441675
700,100,0.030642449912634446
700,101,0.18196367428795146
700,102,0.0
700,103,0.2935470119194736
700,104,0.0
700,105,0.0
700,106,0.14543999310505573
700,107,0.0
700,108,0.08509490843401421
700,109,0.0
700,110,0.0
700,111,0.0
700,112,0.4556987073296397
700,113,0.0
700,114,0.2674857462675533
700,115,0.0
700,116,0.23279750219844056
700,117,0.28582088795969546
700,118,0.0
700,119,0.0
700,120,0.0
700,121,0.28313857951558985
700,122,0.16421231430622074
700,123,0.0
700,124,0.0
700,125,0.0
700,126,0.09157165156065626
700,127,0.10592776078507166
700,128,0.0
700,129,0.0
700,130,0.0
700,131,0.0
700,132,0.0
700,133,0.0
700,134,0.0
700,135,0.0
700,136,0.0
700,137,0.0
700,138,0.0
700,139,0.0
700,140,0.010111872902289019
700,141,0.021511406125778537
700,142,0.0015553830958638273
700,143,0.4774194117625883
700,144,0.0
700,145,0.30776839172823145
700,146,0.0
700,147,0.0
700,148,0.0
700,149,0.21368230991468226
700,150,0.0
700,151,0.0
700,152,0.1871152016488576
700,153,0.0
700,154,0.0
700,155,0.10860904342502166
700,156,0.0
700,157,0.036111571900813884
700,158,0.0
700,159,0.0
700,160,0.0
700,161,0.0
700,162,0.0
700,163,0.0
700,164,0.0
700,165,0.0
700,166,0.0
700,167,0.0
